timestep,reward
70,-0.02
465623,-0.0136
928018,0.0042
1399179,-0.0198
1865693,-0.0014
2339691,-0.0264
2808681,-0.0224
3271746,-0.006
3734583,0.007
4197920,-0.0078
4668541,-0.0154
5131892,0.0152
5604570,-0.0006
6078992,0.0122
6541378,0.0158
7011371,-0.001
7477167,0.0176
7946865,-0.0076
